title,date,morphs,tokens
'검단아파트 전면 재시공' GS건설…장 초반 '급락',2023-07-06 09:13:20,특징 정진욱 기자 아파트 지하 주차장 초반 급락 주차장 붕괴 결정 철거 투입 수천억 코스 시장 에서 결정 매수 유지 기존 만원 에서 재승 오후 전격 연구원 안전 강화 기존 있다 밝히 지난 오후 지하 주차장,특징 정진욱 기자 아파트 지하 주차장 초반 급락 주차장 붕괴 결정 철거 투입 수천억 코스 시장 결정 매수 유지 기존 만원 재승 전격 연구원 안전 강화 기존 지난 지하 주차장
"‘전면 재시공’ GS건설, 52주 신저가…1조 충당금 부담 [증시이슈]",2023-07-06 09:14:01,아파트 주차장 붕괴 책임 결정 이코노미스트 아파트 지하 주차장 관련 유가증권 가장 건설 사과문 에서 시공사 피해 ㄴ다 밝히 건설 발주 설계사 붕괴 이라고 시공사 붕괴 아파트 결정 단지 삼성증권 유지 기존 만원 에서 재승 주차장 사고 결정 손실 있다 밝히 수주 안전 강화 기존 있다 진단,아파트 주차장 붕괴 책임 결정 이코노미스트 아파트 지하 주차장 유가증권 가장 건설 사과문 시공사 피해 건설 발주 설계사 붕괴 이라고 시공사 붕괴 아파트 결정 단지 삼성증권 유지 기존 만원 재승 주차장 사고 결정 손실 수주 안전 강화 기존 진단
"[특징주] GS건설, 지하주차장 붕괴 사고 여파로 14%대 급락",2023-07-06 09:15:25,아파트 지하 주차장 붕괴 세종 김주형 기자 호서대 아파트 지하 주차장 점검 서울 주차장 사고 하락 현재 유가증권 에서 거래 아파트 지하 주차장 라는 교통부 아파트 지하 주차장 붕괴 부터 사과문 에서 주가 삼성증권 기존 재승 아파트 결정 손실 충당금 전부 진단 한국 매수 에서 연구원 밝히 시간 거래,아파트 지하 주차장 붕괴 세종 김주형 기자 호서대 아파트 지하 주차장 점검 서울 주차장 사고 하락 현재 유가증권 거래 아파트 지하 주차장 라는 교통부 아파트 지하 주차장 붕괴 부터 사과문 주가 삼성증권 기존 재승 아파트 결정 손실 충당금 전부 진단 한국 매수 연구원 시간 거래
"[특징주]GS건설, 검단 아파트 전면 재시공 결정에 13%대↓",2023-07-06 09:18:01,이데일리 아파트 지하 주차장 거래 아파트 지하 주차장 관련 ㄴ데 재승 결정 손실 있다 진단 만원 에서,이데일리 아파트 지하 주차장 거래 아파트 지하 주차장 재승 결정 손실 진단 만원
"삼성證 ""GS건설, 검단 아파트 전면 재시공에 대규모 충당금 불가피""",2023-07-06 09:18:45,위원장 호서대 세종 교통부 에서 김기남 서울 뉴스 이기 기존 만원 에서 매수 재승 연구원 보고서 브랜드 오후 전격 결정 손실 있다 밝히 연구원 수주 보상금 당장 충당금 으나 전부 혹은 ㄴ다 교통부 주차장 붕괴 콘크리트 연구원 강화 기존 ㄴ다 국면,위원장 호서대 세종 교통부 김기남 서울 뉴스 이기 기존 만원 매수 재승 연구원 보고서 브랜드 전격 결정 손실 연구원 수주 보상금 당장 충당금 으나 전부 혹은 교통부 주차장 붕괴 콘크리트 연구원 강화 기존 국면
"[특징주]'지하주차장 붕괴 사고' GS건설, 15% 급락",2023-07-06 09:23:08,거래 교통부 아파트 지하 주차장 이란 추측 나오 ㄴ다,거래 교통부 아파트 지하 주차장 이란 추측 나오
"[10분 뉴스정복] ""찍지마 씨X"" 그 유인촌이 돌아온다",2023-07-06 09:23:07,원리 승진 ㄴ다는 입시 다섯 한상혁 위원장 쫓겨나 부위원장 한상혁 대통령 에서 이동관 민주당 한전 별도 인쇄 당장 이야기 한술 만들 비판 찬성 사실 대통령 이디르 위원장 직무 대행 에서 의견 많이 에서 이야기 시행령 대통령 보고서 존중 때문 내년 대만 이야기 조선일보 는다 유전자 다고 소개 조선일보 유전자 지구 시작 단계 라는 일으키 감소 시키 방법 편성 정의당 계획 ㄴ다 관광부 소연 ㄴ다 계획 ㄴ다 에서 광주 에서 지역구 응답 아파트 지하 주차장 붕괴 아파트 교통부 콘크리트 ㄴ데 다는 이야기 추가 넘어서 라는 ㄴ다 대구은행 전국 은행 은행 은행 대구은행 자본금 산업 은행 에서 신한 은행 은행 이르 서울 시절 은행 이자 이르 예스 에서 국회의원 메시지 안호영 국회의원 ㄴ데 신문 에서 감옥 에서 정찬민 국민 이야기 뇌물 수감 ㄴ다 보좌관 비서관 대법원 실종 박치기 밖에 ㄴ다 시간 놓치 대안 ㄴ다 얼터너티브 일본 인도네시아 방글라데시 베트남 말레이시아 태국 필리핀 캄보디아 브루나이 ㄴ데 역할 제조업 베트남 인도네시아 대안 이야기 어차피 울산 이야기 다는 대치동 이야기 에서 ㄴ다 학부모 는다 위주 돌아가 입시 한숭희서울대 주체 나서 어야 미국 ㄴ다 공부 대학 이야기 학생 뒤늦 대학 어야 ㄴ다 제안 내놓 미국 나오 ㄴ다 상위 변별력 아서 이야기 외국인 고용 조선일보 업체 이야기 자리 있다 익명 조용만 에서 ㄴ다 미국 수어 외국어 인정 ㄴ다 이미지 청각 청각 ㄴ데 일반 ㄴ다 교육 다는 나오 ㄴ다 미국 수어 외국어 인정 청각 학교 역류 원인 ㄴ다 길이 칼럼 승진 ㄴ다는 교육학자 로렌스 무능 단계 ㄴ다는 에서 대통령 승진 김준기 갑자기 나라 조직 ㄴ다 설득 대통령 어서 대통령 검열 ㄴ다 선임 기자 우크라이나 고사하고 전선 에서 국지 굳어지 동결 사건 바라보 있다 건국대 성공담 주체 역사 자리 는다 첫째 시대착오 전두환 싸우 민주당 ㄴ다 앞뒤 아래 신청 ㅂ니다,원리 승진 ㄴ다는 입시 다섯 한상혁 위원장 쫓겨나 부위원장 한상혁 대통령 이동관 민주당 한전 별도 인쇄 당장 이야기 한술 만들 비판 찬성 사실 대통령 이디르 위원장 직무 대행 의견 이야기 시행령 대통령 보고서 존중 때문 내년 대만 이야기 조선일보 는다 유전자 다고 소개 조선일보 유전자 지구 시작 단계 라는 일으키 감소 시키 방법 편성 정의당 계획 관광부 소연 계획 광주 지역구 응답 아파트 지하 주차장 붕괴 아파트 교통부 콘크리트 이야기 넘어서 라는 대구은행 전국 은행 은행 은행 대구은행 자본금 산업 은행 신한 은행 은행 이르 서울 시절 은행 이자 이르 예스 국회의원 메시지 안호영 국회의원 신문 감옥 정찬민 국민 이야기 뇌물 수감 보좌관 비서관 대법원 실종 박치기 밖에 시간 놓치 대안 얼터너티브 일본 인도네시아 방글라데시 베트남 말레이시아 태국 필리핀 캄보디아 브루나이 역할 제조업 베트남 인도네시아 대안 이야기 어차피 울산 이야기 대치동 이야기 학부모 는다 위주 돌아가 입시 한숭희서울대 주체 나서 어야 미국 공부 대학 이야기 학생 뒤늦 대학 어야 제안 내놓 미국 나오 상위 변별력 아서 이야기 외국인 고용 조선일보 업체 이야기 자리 익명 조용만 미국 수어 외국어 인정 이미지 청각 청각 일반 교육 나오 미국 수어 외국어 인정 청각 학교 역류 원인 길이 칼럼 승진 ㄴ다는 교육학자 로렌스 무능 단계 ㄴ다는 대통령 승진 김준기 갑자기 나라 조직 설득 대통령 대통령 검열 선임 기자 우크라이나 고사하고 전선 국지 굳어지 동결 사건 바라보 건국대 성공담 주체 역사 자리 는다 첫째 시대착오 전두환 싸우 민주당 앞뒤 아래 신청
"""전면 재시공""...증권가, GS건설 목표가·배당↓",2023-07-06 09:24:02,주차장 붕괴 아파트 충당금 다고 재승 연구원 리포트 있다 충당금 ㄴ다 강화 기존 ㄴ다 설명 기존 세호 연구원 결정 려는 으로 ㄴ다 예상 이어 연구원 발표 교통부 처분 실적 교통부 교통부 주차장 아파트 무조건 라고 한편 초반 거래,주차장 붕괴 아파트 충당금 다고 재승 연구원 리포트 충당금 강화 기존 설명 기존 세호 연구원 결정 려는 예상 연구원 발표 교통부 처분 실적 교통부 교통부 주차장 아파트 무조건 라고 한편 초반 거래
"GS건설, 검단 아파트 전면 재시공 발표에 급락[핫스탁]",2023-07-06 09:25:14,추산 영향 세종 뉴시스 강종 아파트 지하 주차장 세종 에서 발생 서울 뉴시스 기자 지하 주차장 아파트 초반 거래 아파트 이란 교통부 아파트 지하 주차장 슬래브 관련 감리 단계 으로 보도자료 명예 최고 이라고 가구 들어가 문준 연구원 에서 으나 언론 에서 과거 결정 이어 고층 프로젝트 상대 철거 난이도 다는 역시 프로젝트 상승,추산 영향 세종 뉴시스 강종 아파트 지하 주차장 세종 발생 서울 뉴시스 기자 지하 주차장 아파트 초반 거래 아파트 이란 교통부 아파트 지하 주차장 슬래브 감리 단계 보도자료 명예 최고 이라고 가구 들어가 문준 연구원 으나 언론 과거 결정 고층 프로젝트 상대 철거 난이도 프로젝트 상승
"GS건설, 검단 아파트 전면 재시공 결정에 주가 '붕괴 중'",2023-07-06 09:27:01,주차장 붕괴 결정 거래 교통부 아파트 지하 주차장 붕괴 부터 사과문 에서 오후 지하 주차장 시간 다행히 인명 피해 발생 아파트 목표 주가 삼성증권 결정 다며 매수 유지 기존 만원 에서 재승 아파트 결정 손실 충당금 전부 한국 매수 에서 연구원,주차장 붕괴 결정 거래 교통부 아파트 지하 주차장 붕괴 부터 사과문 지하 주차장 시간 다행히 인명 피해 발생 아파트 목표 주가 삼성증권 결정 다며 매수 유지 기존 만원 재승 아파트 결정 손실 충당금 전부 한국 매수 연구원
"[특징주] 검단 아파트 전면 재시공 결정한 GS건설, 15% 급락",2023-07-06 09:27:16,초반 가까이 하락 아파트 지하 주차장 교통부 이라고 철거 추후 발주 시공사 책임 당사자 에서 지하 주차장 피해 지만 지하 주차장 발주 시공 연구원 발간 에서 매수 에서 기존 이자 감소 유무형,초반 가까이 하락 아파트 지하 주차장 교통부 이라고 철거 추후 발주 시공사 책임 당사자 지하 주차장 피해 지만 지하 주차장 발주 시공 연구원 발간 매수 기존 이자 감소 유무형
"[특징주] '전면 재시공' GS건설, 52주 최저가 기록",2023-07-06 09:29:05,서울경제 아파트 지하 주차장 붕괴 사고 거래 아파트 실적 아파트 지하 주차장 교통부 밝히 발주 크로스 붕괴 밝히,서울경제 아파트 지하 주차장 붕괴 사고 거래 아파트 실적 아파트 지하 주차장 교통부 발주 크로스 붕괴
"코스피, 연준 금리인상 가능성에 약세…장 초반 2,550대로 하락(종합)",2023-07-06 09:31:31,서울 코스 시작 딜링 에서 딜러 오르 으로 서울 코스 위축 연방준비제도 코스 거래 지수 에서 약보합 외국인 기관 거래 오르 에서 간밤 에서 지수 지수 지수 하락 마이크론 미국 지영 키움증권 연구원 있다 라운드 유효 다는 에서 제한 유가증권 에서 네이버 급락 위축 건설업 지수 의약품 운수 장비 지수 코스닥 에서 외국인 기관 지수 에서 보합세,서울 코스 시작 딜링 딜러 오르 서울 코스 위축 연방준비제도 코스 거래 지수 약보합 외국인 기관 거래 오르 간밤 지수 지수 지수 하락 마이크론 미국 지영 키움증권 연구원 라운드 유효 제한 유가증권 네이버 급락 위축 건설업 지수 의약품 운수 장비 지수 코스닥 외국인 기관 지수 보합세
"[특징주] '전면 재시공' GS건설, 장 초반 14% 급락",2023-07-06 09:31:06,교통부 아파트 지하 주차장 정진욱 지하 주차장 사고 여파 초반 급락 전일 교통부 아파트 지하 주차장 총체 삼성증권,교통부 아파트 지하 주차장 정진욱 지하 주차장 사고 여파 초반 급락 전일 교통부 아파트 지하 주차장 총체 삼성증권
GS그룹주 주가 '줄줄'…신저가 행진,2023-07-06 09:34:36,충당금 에서 는데다 에서 주차장 에서 콘크리트 초과 역시 는데 증권사 한편 부터 연잇 사업 다는 나오 ㄴ다 지주회사 자회사 스포츠 이피에스 글로벌 거래,충당금 는데다 주차장 콘크리트 초과 는데 증권사 한편 부터 연잇 사업 나오 지주회사 자회사 스포츠 이피에스 글로벌 거래
검단 지하주차장 붕괴 아파트 전면 재시공하기로,2023-07-06 09:35:12,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 에서 지하 주차장 수습 뉴시스,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 지하 주차장 수습 뉴시스
검단 지하주차장 붕괴 아파트 전면 재시공하기로,2023-07-06 09:35:16,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 에서 지하 주차장 수습 뉴시스,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 지하 주차장 수습 뉴시스
검단 지하주차장 붕괴 아파트 전면 재시공하기로,2023-07-06 09:35:14,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 에서 지하 주차장 수습 뉴시스,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 지하 주차장 수습 뉴시스
검단 지하주차장 붕괴 아파트 전면 재시공하기로,2023-07-06 09:35:10,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 에서 지하 주차장 수습 뉴시스,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 지하 주차장 수습 뉴시스
"GS건설, 지하주차장 붕괴 아파트 전면 재시공한다",2023-07-06 09:36:11,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 에서 지하 주차장 수습 뉴시스,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 지하 주차장 수습 뉴시스
검단 지하주차장 붕괴 아파트 전면 재시공하기로,2023-07-06 09:36:06,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 에서 지하 주차장 수습 뉴시스,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 지하 주차장 수습 뉴시스
"GS건설, 지하주차장 붕괴 아파트 전면 재시공한다",2023-07-06 09:36:08,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 에서 지하 주차장 수습 뉴시스,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 지하 주차장 수습 뉴시스
"GS건설, 지하주차장 붕괴 아파트 전면 재시공한다",2023-07-06 09:36:10,뉴시스 김동영 아파트 아파트 지하 주차장 수습 뉴시스,뉴시스 김동영 아파트 아파트 지하 주차장 수습 뉴시스
외인·기관 '팔자'에 코스피 3거래일 연속 약세‥코스닥 5거래일 만에 ↓,2023-07-06 09:39:57,에서 외국인 거래 연속 코스닥 거래 포인트 포인트 코스닥 포인트 포인트 움직이 습니다 개인 습니다 지난밤 거래량 아파트 지하 주차장 결정 습니다 메일 카카오톡,외국인 거래 연속 코스닥 거래 포인트 포인트 코스닥 포인트 포인트 움직이 개인 지난밤 거래량 아파트 지하 주차장 결정 메일 카카오톡
"[ET라씨로] GS건설, ‘주차장 붕괴’ 부실시공에 주가 급락",2023-07-06 09:42:01,라씨 인공지능 신호 전자신문 ㅂ니다 플레이 에서 라씨 다운로드 하면 기업 현황 매매 아파트 지하 주차장 관련 거래 시공사 입주 피해 고개 충분 금전 으로 매매 신호 실시간 매매 타이밍 신청 전자신문 금융 ㅂ니다 기자 취재 내용 추가 휴머노이드 ㅂ니다 라씨 에서 실시간 확인,라씨 인공지능 신호 전자신문 플레이 라씨 다운로드 하면 기업 현황 매매 아파트 지하 주차장 거래 시공사 입주 피해 고개 충분 금전 매매 신호 실시간 매매 타이밍 신청 전자신문 금융 기자 취재 내용 휴머노이드 라씨 실시간 확인
"GS건설, 전면 재시공 '힘든 결정'...건설업계도 '좌불안석'",2023-07-06 09:48:18,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 에서 지하 주차장 수습 서울 뉴시스 아파트 지하 주차장 부실시공 확산 모습 부동산 건설업 국토 교통부 아파트 지하 주차장 붕괴 지하 주차장 으로 에서 으로 에서 역시 시공사 에서 콘크리트 으로 붕괴 에서 콘크리트 시공사 명예 최고 이라고 사고 가구 들어가 건설 선제 다고 전문가 ㄴ다 국토부 제출 계획 이어지 상위 훨씬 부동산 커뮤니티 에서 누리꾼 이번 빙산 건설사 철근 콘크리트 느냐 취재진 사업장 어떻 에서 밝히 떨어지 이어 떨어지 이어 하락 대우건설 하락 김승준 내달 있다 있다,뉴시스 김동영 아파트 흐르 아파트 지하 주차장 지하 주차장 수습 서울 뉴시스 아파트 지하 주차장 부실시공 확산 모습 부동산 건설업 국토 교통부 아파트 지하 주차장 붕괴 지하 주차장 시공사 콘크리트 붕괴 콘크리트 시공사 명예 최고 이라고 사고 가구 들어가 건설 선제 다고 전문가 국토부 제출 계획 이어지 상위 훨씬 부동산 커뮤니티 누리꾼 빙산 건설사 철근 콘크리트 느냐 취재진 사업장 어떻 떨어지 떨어지 하락 대우건설 하락 김승준 내달
[자막뉴스] 철근만큼 뺀 양심에…GS건설 수천억 '날벼락',2023-07-06 09:50:48,지하 주차장 ㅂ니다 지하 주차장 과연 콘크리트 을지 을지 ㅂ니다 시공사 붕괴 아파트 결정 입주자 진정 결정 부동산 붕괴 에서 에서 이미지 ㄴ다는 차원 에서 시공 ㄴ다는 ㅂ니다 건설업 자인 철거 ㅂ니다 ㅂ니다 붕괴 백억 넘어서 액수 ㅂ니다 ㅂ니다 이지희 누락 부실시공,지하 주차장 지하 주차장 과연 콘크리트 을지 을지 시공사 붕괴 아파트 결정 입주자 진정 결정 부동산 붕괴 이미지 ㄴ다는 차원 시공 ㄴ다는 건설업 자인 철거 붕괴 백억 넘어서 액수 이지희 누락 부실시공
강남·인천 이어 평택 자이도 '부실 시공' 논란…주차장에 '물 흥건',2023-07-06 09:51:25,경기도 아파트 지하 주차장 주차장 바닥 흥건 시공사 발생 아파트 관리 아파트 지하 주차장 커뮤니티 에서 기울기 배수로 인하 시공 아파트 지하 주차장 에서 지붕 교통부 지하 주차장 일으키 아파트 으로 ㅂ니다,경기도 아파트 지하 주차장 주차장 바닥 흥건 시공사 발생 아파트 관리 아파트 지하 주차장 커뮤니티 기울기 배수로 인하 시공 아파트 지하 주차장 지붕 교통부 지하 주차장 일으키 아파트
"[특징주] GS건설, 검단 아파트 재시공 결정에 장 초반 급락세",2023-07-06 09:51:03,초반 시공 붕괴 아파트 지하 주차장 모습 뉴시스 초반 거래 이어 건설 연잇 아파트 지하 주차장 붕괴 사고 교통부 지하 ㅂ니다 카카오톡,초반 시공 붕괴 아파트 지하 주차장 모습 뉴시스 초반 거래 건설 연잇 아파트 지하 주차장 붕괴 사고 교통부 지하 카카오톡
인천 검단 아파트 전면 재시공 GS건설 주가 15% ‘추락’,2023-07-06 09:53:01,지하 주차장 아파트 지하 주차장 가까이 현재 유가증권 에서 시공 에서 지하 주차장 지하 주차장 교통부 에서 콘크리트 떨어지 으로 교통부 지하 주차장 에서 에서 전단 철근 콘크리트 보고서 재승 연구원 기존 기존,지하 주차장 아파트 지하 주차장 가까이 현재 유가증권 시공 지하 주차장 지하 주차장 교통부 콘크리트 떨어지 교통부 지하 주차장 전단 철근 콘크리트 보고서 재승 연구원 기존 기존
‘검단아파트’ 지하주차장 붕괴 사고 여파…GS건설 주가 14%대 급락 [투자360],2023-07-06 09:55:01,아파트 지하 주차장 교통부 주차장 사고 코스 시장 에서 거래 아파트 지하 주차장 라는 교통부 아파트 지하 주차장 붕괴 부터 사과문 에서 주가 삼성증권 기존 재승 아파트 결정 손실 충당금 전부 진단 한국 매수 에서 연구원 있다같은 거래,아파트 지하 주차장 교통부 주차장 사고 코스 시장 거래 아파트 지하 주차장 라는 교통부 아파트 지하 주차장 붕괴 부터 사과문 주가 삼성증권 기존 재승 아파트 결정 손실 충당금 전부 진단 한국 매수 연구원 있다같은 거래
"[오전 시황] 반도체주 약세…코스피 장 초반 2,550대로 하락",2023-07-06 09:55:03,딜링 에서 딜러 연합뉴스 서울경제 코스 미국 코스 지수 거래 포인트 유가증권 외국인 기관 개인 간밤 시간 다우존스 지수 지수 지수 지영 키움증권 연구원 있다 라운드 유효 다는 에서 제한 코스 아파트 급락 의약품 운수 장비 있다같은 거래 지수 코스닥 에서 외국인 기관 보합세,딜링 딜러 연합뉴스 서울경제 코스 미국 코스 지수 거래 포인트 유가증권 외국인 기관 개인 간밤 시간 다우존스 지수 지수 지수 지영 키움증권 연구원 라운드 유효 제한 코스 아파트 급락 의약품 운수 장비 있다같은 거래 지수 코스닥 외국인 기관 보합세
"""지하주차장 붕괴 아파트 전면 재시공""…GS건설 장중 15% 급락[특징주]",2023-07-06 09:57:21,교통부 아파트 지하 주차장 점검 취재진 김기남 서울 뉴스 공준호 아파트 지하 주차장 관련 시공사 결정 교통부 주차장 붕괴 콘크리트 사고 시공 시공사 ㄴ다 밝히 재승 기존 만원 에서 강화 기존 ㄴ다 국면,교통부 아파트 지하 주차장 점검 취재진 김기남 서울 뉴스 공준호 아파트 지하 주차장 시공사 결정 교통부 주차장 붕괴 콘크리트 사고 시공 시공사 재승 기존 만원 강화 기존 국면
"인도 방문 마친 김동연 지사, ""포스트차이나, 위기에서 기회 찾겠다""",2023-07-06 10:05:01,포스트 에서 기회 밝히 미국 교역 있다 대다수 포스트 대한민국 경기도 기회 이다 지사 경기도 대표단 국제 강화 지난 전시 센터 방문 센터 코엑스 이자 아시아 에서 기업인 개소 에서 요청 라면서 어서 교두보 개소 다음날 하이닉스 대표 오후 정보기술 협의체 추진 전자 경기도 하이닉스 기업 으로 지사 협의체 에서 인도인 간담회 한국 인도 혁신 상징 라면서 향하 밝히 경기도 대표단 에서 페어 대한민국 개막식 계획 에서 협의체 제안 경기도,포스트 기회 미국 교역 대다수 포스트 대한민국 경기도 기회 이다 지사 경기도 대표단 국제 강화 지난 전시 센터 방문 센터 코엑스 이자 아시아 기업인 개소 요청 라면서 교두보 개소 다음날 하이닉스 대표 정보기술 협의체 추진 전자 경기도 하이닉스 기업 지사 협의체 인도인 간담회 한국 인도 혁신 상징 라면서 향하 경기도 대표단 페어 대한민국 개막식 계획 협의체 제안 경기도
‘총체적 부실 재시공’ GS건설…올해 영업이익 50% 안팎 하향 전망,2023-07-06 10:11:01,급락 지하 주차장 아파트 주차장 도시 아파트 겹치 계획 한국 보고서 에서 매수 에서 한국 연구원 유무형 삼성증권 재승 연구원 기존 기존 ㄴ다 국면 호서대 아파트 지하 주차장 점검 연합뉴스,급락 지하 주차장 아파트 주차장 도시 아파트 겹치 계획 한국 보고서 매수 한국 연구원 유무형 삼성증권 재승 연구원 기존 기존 국면 호서대 아파트 지하 주차장 점검 연합뉴스
"""주차장 붕괴, 재시공에 5000억 든다""…GS건설 주가 15% 급락",2023-07-06 10:15:16,아파트 지하 주차장 현재 유가증권 에서 거래 사과문 에서 다고 정진욱 기자 원희룡 교통부 아파트 지하 주차장 지하 주차장 지붕 에서 아파트 교통부 아파트 지하 주차장 총체 주가 삼성증권 기존 재승 아파트 손실 충당금 전부 전망 한국 매수 에서 경태 연구원 거래,아파트 지하 주차장 현재 유가증권 거래 사과문 다고 정진욱 기자 원희룡 교통부 아파트 지하 주차장 지하 주차장 지붕 아파트 교통부 아파트 지하 주차장 총체 주가 삼성증권 기존 재승 아파트 손실 충당금 전부 전망 한국 매수 경태 연구원 거래
"GS건설, 검단아파트 전면 재시공 결정에 15%대 급락",2023-07-06 10:16:02,오후 공사장 에서 국토 교통부 지하 주차장 아파트 지하 주차장 붕괴 사고 인해 주차장 일각 에서 삼성증권 기존 기존 만원 에서,공사장 국토 교통부 지하 주차장 아파트 지하 주차장 붕괴 사고 인해 주차장 일각 삼성증권 기존 기존 만원
"[특징주] GS건설, 검단 아파트 '전면 재시공' 악재… 14% 하락",2023-07-06 10:17:38,아파트 지하 주차장 붕괴 악재 에서 지하 주차장 붕괴 피해 지만 지하 주차장 사고 원인 철근 지하 주차장 붕괴 기존 시공 수천억,아파트 지하 주차장 붕괴 악재 지하 주차장 붕괴 피해 지만 지하 주차장 사고 원인 철근 지하 주차장 붕괴 기존 시공 수천억
'애니콜 화형식' 이건희 소환한 GS건설…'전면 재시공' 결단 배경은,2023-07-06 10:22:35,삼성전자 에서 품질 자존심 이른바 당시 모토로라 고객 바닥 사건 훗날 갤럭시 주차장 건설 감당 수천억 으로 ㄴ다 교통부 단계 억울 아파트 마지막 명예 최고 입주자 단계 ㄴ다 나쁘 있다 기회 경영진 ㄴ다 건설 기자 발송 내용 발송 초안 에서 콘크리트 관련 만일 범위 충분히 어서 내용 시간 에서 경영진 대목 아파트 지하 주차장 붕괴 사고 센트럴 균열 지제역 주차장 사건 당시 아파트 생명 걸림돌 아파트 지하 주차장 품질 감수 더불 범위 국토부 계획 이미지 업계 ㄴ다 정진욱 기자 원희룡 교통부 아파트 지하 주차장,삼성전자 품질 자존심 이른바 당시 모토로라 고객 바닥 사건 훗날 갤럭시 주차장 건설 감당 수천억 교통부 단계 억울 아파트 마지막 명예 최고 입주자 단계 나쁘 기회 경영진 건설 기자 발송 내용 발송 초안 콘크리트 만일 범위 충분히 내용 시간 경영진 대목 아파트 지하 주차장 붕괴 사고 센트럴 균열 지제역 주차장 사건 당시 아파트 생명 걸림돌 아파트 지하 주차장 품질 감수 더불 범위 국토부 계획 이미지 업계 정진욱 기자 원희룡 교통부 아파트 지하 주차장
인천 검단 주차장 붕괴는 '부실 설계·시공' 인재,2023-07-06 10:26:01,주차장 붕괴 인재 여의도연구원 변호사 주차장 붕괴 국토부 붕괴 사고,주차장 붕괴 인재 여의도연구원 변호사 주차장 붕괴 국토부 붕괴 사고
괴담 아니었던 ‘순살자이’ 쇼크… GS건설 주가 15% 폭락,2023-07-06 10:26:06,확인 건설 아파트 지하 주차장 점검 아파트 지하 주차장 붕괴 사고 유가증권 에서 동시 증권사 연간 연간 현재 유가증권 거래 종가 보다 시간 에서 가리키 국토 교통부 아파트 지하 관련 점검 국토부 에서 아파트 단계 이로 부동산 커뮤니티 에서 콘크리트 계획 금전 추가 증권사 목표 삼성증권 재승 연구원 보고서 에서 아파트 결정 손실 이라고 한국 보고서 에서 기존 기존 매수 에서 증권사 보고서 에서 한국 연구원 연간 기존 에서 연간 토막 코로나 최근 부실시공 부동산 커뮤니티 조사 에서 일부 이로 현재 유가증권 대우건설 삼성물산,확인 건설 아파트 지하 주차장 점검 아파트 지하 주차장 붕괴 사고 유가증권 동시 증권사 연간 연간 현재 유가증권 거래 종가 보다 시간 가리키 국토 교통부 아파트 지하 점검 국토부 아파트 단계 이로 부동산 커뮤니티 콘크리트 계획 금전 증권사 목표 삼성증권 재승 연구원 보고서 아파트 결정 손실 이라고 한국 보고서 기존 기존 매수 증권사 보고서 한국 연구원 연간 기존 연간 토막 코로나 부실시공 부동산 커뮤니티 조사 일부 이로 현재 유가증권 대우건설 삼성물산
[주가동향] GS건설 주가 15% 급락... 인천 검단 아파트 지하주차장 붕괴 사고 여파,2023-07-06 10:27:01,주차장 사고 여파 당시 건호 국토 교통부 호서대 세종 국토 교통부 아파트 지하 주차장 사진 교통부 아파트 지하 주차장 라고 유가증권 에서 지하 주차장 사고 교통부 발생 인하 설치 해당 아파트 주차장 설계사 설계도 관리자 설계도 건설 설계도 추가 으로 부실시공 영업정지 제출 보고서 계획,주차장 사고 여파 당시 건호 국토 교통부 호서대 세종 국토 교통부 아파트 지하 주차장 사진 교통부 아파트 지하 주차장 라고 유가증권 지하 주차장 사고 교통부 발생 인하 설치 해당 아파트 주차장 설계사 설계도 관리자 설계도 건설 설계도 부실시공 영업정지 제출 보고서 계획
"붕괴된 검단아파트 지하주차장, 기둥 60%에 철근 없었다",2023-07-06 10:37:03,아파트 아파트 지하 주차장 으로 단계 단계 기능 시공사 콘크리트 교통부 내용 담기 아파트 지하 주차장 슬래브를 지하 주차장 아파트 바닥 붕괴 에서 으로 에서 에서 시공사 보도자료 에서 콘크리트 붕괴 에서 콘크리트 높이 떨어지 콘크리트 철근 인해 주차장 호서대 건호 아파트 지하 주차장 점검 보고서 보고서 밝히 국토부 김규철 마련,아파트 아파트 지하 주차장 단계 단계 기능 시공사 콘크리트 교통부 내용 담기 아파트 지하 주차장 슬래브를 지하 주차장 아파트 바닥 붕괴 시공사 보도자료 콘크리트 붕괴 콘크리트 높이 떨어지 콘크리트 철근 인해 주차장 호서대 건호 아파트 지하 주차장 점검 보고서 보고서 국토부 김규철 마련
